Roll no,exam score
EXA009055,71
EXA009056,88
EXA009057,67
EXA009058,58
EXA009059,77
EXA009060,69
EXA009061,61
EXA009062,70
EXA009063,70
EXA009064,66
EXA009065,69
EXA009066,80
EXA009067,75
EXA009068,44
EXA009069,78
EXA009070,67
EXA009071,72
EXA009072,62
EXA009073,77
EXA009074,61
EXA009075,73
EXA009076,65
EXA009077,73
EXA009078,70
EXA009079,64
EXA009080,58
EXA009081,62
EXA009082,63
EXA009083,54
EXA009084,81
EXA009085,66
EXA009086,80
EXA009087,73
EXA009088,70
EXA009089,67
EXA009090,38
EXA009091,70
EXA009092,69
EXA009093,83
EXA009094,80
EXA009095,69
EXA009096,70
EXA009097,73
EXA009098,76
EXA009099,77
EXA009100,72
EXA009101,71
EXA009102,71
EXA009103,61
EXA009104,71
EXA009105,77
EXA009106,70
EXA009107,72
EXA009108,79
EXA009109,68
EXA009110,60
EXA009111,66
EXA009112,60
EXA009113,70
EXA009114,49
EXA009115,75
EXA009116,63
EXA009117,58
EXA009118,62
EXA009119,81
EXA009120,62
EXA009121,77
EXA009122,68
EXA009123,74
EXA009124,62
EXA009125,70
EXA009126,57
EXA009127,60
EXA009128,83
EXA009129,64
EXA009130,71
EXA009131,63
EXA009132,66
EXA009133,68
EXA009134,58
EXA009135,74
EXA009136,71
EXA009137,70
EXA009138,53
EXA009139,70
EXA009140,63
EXA009141,65
EXA009142,60
EXA009143,67
EXA009144,57
EXA009145,69
EXA009146,61
EXA009147,65
EXA009148,53
EXA009149,70
EXA009150,71
EXA009151,68
EXA009152,69
EXA009153,71
EXA009154,73
EXA009155,61
EXA009156,73
EXA009157,54
EXA009158,71
EXA009159,62
EXA009160,63
EXA009161,69
EXA009162,50
EXA009163,82
EXA009164,80
EXA009165,75
EXA009166,74
EXA009167,55
EXA009168,60
EXA009169,67
EXA009170,60
EXA009171,70
EXA009172,53
EXA009173,69
EXA009174,63
EXA009175,52
EXA009176,54
EXA009177,71
EXA009178,53
EXA009179,63
EXA009180,73
EXA009181,62
EXA009182,70
EXA009183,73
EXA009184,67
EXA009185,66
EXA009186,73
EXA009187,83
EXA009188,52
EXA009189,70
EXA009190,77
EXA009191,61
EXA009192,59
EXA009193,70
EXA009194,64
EXA009195,71
EXA009196,73
EXA009197,59
EXA009198,73
EXA009199,70
EXA009200,62
EXA009201,62
EXA009202,64
EXA009203,77
EXA009204,53
EXA009205,55
EXA009206,80
EXA009207,62
EXA009208,67
EXA009209,69
EXA009210,80
EXA009211,61
EXA009212,62
EXA009213,66
EXA009214,62
EXA009215,70
EXA009216,53
EXA009217,73
EXA009218,81
EXA009219,49
EXA009220,71
EXA009221,77
EXA009222,67
EXA009223,70
EXA009224,85
EXA009225,61
EXA009226,53
EXA009227,52
EXA009228,71
EXA009229,72
EXA009230,61
EXA009231,77
EXA009232,70
EXA009233,82
EXA009234,69
EXA009235,68
EXA009236,70
EXA009237,73
EXA009238,70
EXA009239,67
EXA009240,85
EXA009241,54
EXA009242,54
EXA009243,71
EXA009244,71
EXA009245,71
EXA009246,62
EXA009247,62
EXA009248,68
EXA009249,62
EXA009250,70
EXA009251,70
EXA009252,60
EXA009253,76
EXA009254,73
EXA009255,81
EXA009256,72
EXA009257,62
EXA009258,67
EXA009259,83
EXA009260,67
EXA009261,77
EXA009262,73
EXA009263,80
EXA009264,83
EXA009265,59
EXA009266,70
EXA009267,62
EXA009268,69
EXA009269,50
EXA009270,67
EXA009271,64
EXA009272,62
EXA009273,60
EXA009274,73
EXA009275,58
EXA009276,70
EXA009277,70
EXA009278,59
EXA009279,62
EXA009280,70
EXA009281,88
EXA009282,67
EXA009283,68
EXA009284,68
EXA009285,50
EXA009286,62
EXA009287,66
EXA009288,47
EXA009289,74
EXA009290,77
EXA009291,70
EXA009292,69
EXA009293,44
EXA009294,62
EXA009295,72
EXA009296,62
EXA009297,69
EXA009298,71
EXA009299,76
EXA009300,60
EXA009301,64
EXA009302,71
EXA009303,60
EXA009304,54
EXA009305,80
EXA009306,94
EXA009307,82
EXA009308,68
EXA009309,68
EXA009310,80
EXA009311,67
EXA009312,81
EXA009313,73
EXA009314,61
EXA009315,62
EXA009316,70
EXA009317,81
EXA009318,67
EXA009319,50
EXA009320,76
EXA009321,54
EXA009322,71
EXA009323,69
EXA009324,80
EXA009325,49
EXA009326,64
EXA009327,54
EXA009328,60
EXA009329,83
EXA009330,73
EXA009331,73
EXA009332,50
EXA009333,75
EXA009334,69
EXA009335,70
EXA009336,63
EXA009337,70
EXA009338,87
EXA009339,71
EXA009340,70
EXA009341,69
EXA009342,70
EXA009343,53
EXA009344,67
EXA009345,61
EXA009346,61
EXA009347,81
EXA009348,68
EXA009349,77
EXA009350,70
EXA009351,88
EXA009352,49
EXA009353,53
EXA009354,77
EXA009355,94
EXA009356,77
EXA009357,60
EXA009358,66
EXA009359,68
EXA009360,70
EXA009361,64
EXA009362,74
EXA009363,77
EXA009364,59
EXA009365,72
EXA009366,77
EXA009367,87
EXA009368,52
EXA009369,73
EXA009370,44
EXA009371,63
EXA009372,72
EXA009373,80
EXA009374,61
EXA009375,71
EXA009376,81
EXA009377,67
EXA009378,82
EXA009379,71
EXA009380,71
EXA009381,80
EXA009382,54
EXA009383,73
EXA009384,49
EXA009385,49
EXA009386,64
EXA009387,69
EXA009388,78
EXA009389,60
EXA009390,70
EXA009391,75
EXA009392,64
EXA009393,62
EXA009394,81
EXA009395,60
EXA009396,74
EXA009397,52
EXA009398,68
EXA009399,83
EXA009400,69
EXA009401,70
EXA009402,66
EXA009403,38
EXA009404,59
EXA009405,70
EXA009406,67
EXA009407,70
EXA009408,70
EXA009409,62
EXA009410,70
EXA009411,38
EXA009412,53
EXA009413,67
EXA009414,62
EXA009415,63
EXA009416,88
EXA009417,81
EXA009418,67
EXA009419,58
EXA009420,64
EXA009421,71
EXA009422,88
EXA009423,65
EXA009424,70
EXA009425,67
EXA009426,68
EXA009427,73
EXA009428,52
EXA009429,71
EXA009430,53
EXA009431,54
EXA009432,60
EXA009433,77
EXA009434,70
EXA009435,64
EXA009436,71
EXA009437,59
EXA009438,80
EXA009439,80
EXA009440,71
EXA009441,68
EXA009442,53
EXA009443,49
EXA009444,77
EXA009445,52
EXA009446,44
EXA009447,80
EXA009448,67
EXA009449,80
EXA009450,70
EXA009451,83
EXA009452,52
EXA009453,73
EXA009454,59
EXA009455,71
EXA009456,71
EXA009457,48
EXA009458,62
EXA009459,62
EXA009460,68
EXA009461,80
EXA009462,67
EXA009463,58
EXA009464,63
EXA009465,79
EXA009466,65
EXA009467,70
EXA009468,59
EXA009469,67
EXA009470,61
EXA009471,49
EXA009472,77
EXA009473,49
EXA009474,58
EXA009475,69
EXA009476,83
EXA009477,67
EXA009478,62
EXA009479,85
EXA009480,61
EXA009481,62
EXA009482,67
EXA009483,59
EXA009484,60
EXA009485,64
EXA009486,63
EXA009487,70
EXA009488,83
EXA009489,62
EXA009490,62
EXA009491,70
EXA009492,59
EXA009493,64
EXA009494,81
EXA009495,73
EXA009496,67
EXA009497,61
EXA009498,62
EXA009499,88
EXA009500,74
EXA009501,44
EXA009502,77
EXA009503,73
EXA009504,58
EXA009505,69
EXA009506,70
EXA009507,62
EXA009508,69
EXA009509,70
EXA009510,73
EXA009511,58
EXA009512,68
EXA009513,64
EXA009514,63
EXA009515,83
EXA009516,61
EXA009517,66
EXA009518,71
EXA009519,81
EXA009520,69
EXA009521,81
EXA009522,77
EXA009523,63
EXA009524,70
EXA009525,71
EXA009526,70
EXA009527,80
EXA009528,58
EXA009529,66
EXA009530,69
EXA009531,80
EXA009532,57
EXA009533,73
EXA009534,63
EXA009535,73
EXA009536,82
EXA009537,44
EXA009538,61
EXA009539,70
EXA009540,69
EXA009541,53
EXA009542,73
EXA009543,69
EXA009544,67
EXA009545,67
EXA009546,77
EXA009547,69
EXA009548,70
EXA009549,70
EXA009550,64
EXA009551,73
EXA009552,62
EXA009553,70
EXA009554,73
EXA009555,60
EXA009556,77
EXA009557,70
EXA009558,87
EXA009559,62
EXA009560,70
EXA009561,73
EXA009562,55
EXA009563,53
EXA009564,69
EXA009565,62
EXA009566,50
EXA009567,60
EXA009568,54
EXA009569,60
EXA009570,62
EXA009571,59
EXA009572,73
EXA009573,49
EXA009574,70
EXA009575,67
EXA009576,70
EXA009577,68
EXA009578,70
EXA009579,74
EXA009580,81
EXA009581,70
EXA009582,70
EXA009583,81
EXA009584,70
EXA009585,81
EXA009586,69
EXA009587,74
EXA009588,80
EXA009589,80
EXA009590,73
EXA009591,66
EXA009592,62
EXA009593,76
EXA009594,67
EXA009595,75
EXA009596,67
EXA009597,71
EXA009598,77
EXA009599,77
EXA009600,73
EXA009601,61
EXA009602,66
EXA009603,69
EXA009604,67
EXA009605,70
EXA009606,60
EXA009607,64
EXA009608,70
EXA009609,53
EXA009610,71
EXA009611,69
EXA009612,72
EXA009613,66
EXA009614,75
EXA009615,80
EXA009616,69
EXA009617,74
EXA009618,71
EXA009619,80
EXA009620,60
EXA009621,73
EXA009622,77
EXA009623,67
EXA009624,55
EXA009625,67
EXA009626,48
EXA009627,77
EXA009628,74
EXA009629,72
EXA009630,55
EXA009631,75
EXA009632,52
EXA009633,77
EXA009634,81
EXA009635,87
EXA009636,68
EXA009637,81
EXA009638,70
EXA009639,68
EXA009640,74
EXA009641,63
EXA009642,70
EXA009643,73
EXA009644,47
EXA009645,63
EXA009646,65
EXA009647,73
EXA009648,77
EXA009649,44
EXA009650,60
EXA009651,69
EXA009652,75
EXA009653,62
EXA009654,60
EXA009655,67
EXA009656,59
EXA009657,70
EXA009658,60
EXA009659,53
EXA009660,78
EXA009661,64
EXA009662,63
EXA009663,58
EXA009664,80
EXA009665,80
EXA009666,71
EXA009667,73
EXA009668,70
EXA009669,62
EXA009670,67
EXA009671,64
EXA009672,75
EXA009673,59
EXA009674,70
EXA009675,44
EXA009676,83
EXA009677,50
EXA009678,71
EXA009679,79
EXA009680,68
EXA009681,55
EXA009682,80
EXA009683,83
EXA009684,70
EXA009685,60
EXA009686,85
EXA009687,62
EXA009688,59
EXA009689,69
EXA009690,52
EXA009691,54
EXA009692,70
EXA009693,71
EXA009694,53
EXA009695,67
EXA009696,80
EXA009697,64
EXA009698,67
EXA009699,64
EXA009700,60
EXA009701,71
EXA009702,80
EXA009703,67
EXA009704,60
EXA009705,66
EXA009706,75
EXA009707,81
EXA009708,77
EXA009709,54
EXA009710,63
EXA009711,60
EXA009712,73
EXA009713,53
EXA009714,53
EXA009715,70
EXA009716,80
EXA009717,77
EXA009718,70
EXA009719,87
EXA009720,82
EXA009721,71
EXA009722,68
EXA009723,75
EXA009724,50
EXA009725,70
EXA009726,70
EXA009727,71
EXA009728,54
EXA009729,63
EXA009730,62
EXA009731,71
EXA009732,54
EXA009733,73
EXA009734,80
EXA009735,75
EXA009736,70
EXA009737,67
EXA009738,57
EXA009739,63
EXA009740,80
EXA009741,67
EXA009742,67
EXA009743,71
EXA009744,61
EXA009745,55
EXA009746,58
EXA009747,83
EXA009748,65
EXA009749,68
EXA009750,72
EXA009751,81
EXA009752,83
EXA009753,70
EXA009754,75
EXA009755,73
EXA009756,60
EXA009757,68
EXA009758,58
EXA009759,81
EXA009760,80
EXA009761,64
EXA009762,54
EXA009763,70
EXA009764,73
EXA009765,88
EXA009766,75
EXA009767,63
EXA009768,61
EXA009769,71
EXA009770,72
EXA009771,69
EXA009772,82
EXA009773,67
EXA009774,68
EXA009775,59
EXA009776,77
EXA009777,75
EXA009778,70
EXA009779,67
EXA009780,57
EXA009781,63
EXA009782,61
EXA009783,83
EXA009784,55
EXA009785,63
EXA009786,70
EXA009787,67
EXA009788,68
EXA009789,64
EXA009790,55
EXA009791,59
EXA009792,70
EXA009793,62
EXA009794,71
EXA009795,75
EXA009796,60
EXA009797,70
EXA009798,67
EXA009799,70
EXA009800,71
EXA009801,77
EXA009802,88
EXA009803,88
EXA009804,80
EXA009805,62
EXA009806,70
EXA009807,70
EXA009808,66
EXA009809,54
EXA009810,83
EXA009811,73
EXA009812,70
EXA009813,73
EXA009814,62
EXA009815,62
EXA009816,70
EXA009817,70
EXA009818,50
EXA009819,80
EXA009820,73
EXA009821,77
EXA009822,73
EXA009823,71
EXA009824,73
EXA009825,77
EXA009826,59
EXA009827,51
EXA009828,69
EXA009829,80
EXA009830,62
EXA009831,69
EXA009832,69
EXA009833,53
EXA009834,62
EXA009835,81
EXA009836,74
EXA009837,64
EXA009838,62
EXA009839,67
EXA009840,62
EXA009841,73
EXA009842,69
EXA009843,75
EXA009844,87
EXA009845,72
EXA009846,72
EXA009847,70
EXA009848,73
EXA009849,69
EXA009850,70
EXA009851,74
EXA009852,81
EXA009853,81
EXA009854,62
EXA009855,83
EXA009856,59
EXA009857,80
EXA009858,59
EXA009859,85
EXA009860,80
EXA009861,71
EXA009862,62
EXA009863,75
EXA009864,70
EXA009865,59
EXA009866,60
EXA009867,66
EXA009868,94
EXA009869,77
EXA009870,80
EXA009871,75
EXA009872,85
EXA009873,69
EXA009874,69
EXA009875,67
EXA009876,81
EXA009877,70
EXA009878,68
EXA009879,67
EXA009880,72
EXA009881,80
EXA009882,66
EXA009883,72
EXA009884,68
EXA009885,73
EXA009886,55
EXA009887,67
EXA009888,70
EXA009889,66
EXA009890,66
EXA009891,49
EXA009892,87
EXA009893,62
EXA009894,70
EXA009895,52
EXA009896,70
EXA009897,82
EXA009898,70
EXA009899,49
EXA009900,73
EXA009901,80
EXA009902,83
EXA009903,94
EXA009904,68
EXA009905,70
EXA009906,67
EXA009907,70
EXA009908,54
EXA009909,81
EXA009910,68
EXA009911,73
EXA009912,81
EXA009913,71
EXA009914,70
EXA009915,71
EXA009916,75
EXA009917,73
EXA009918,74
EXA009919,74
EXA009920,73
EXA009921,62
EXA009922,69
EXA009923,60
EXA009924,57
EXA009925,66
EXA009926,50
EXA009927,81
EXA009928,55
EXA009929,80
EXA009930,79
EXA009931,70
EXA009932,88
EXA009933,54
EXA009934,69
EXA009935,74
EXA009936,73
EXA009937,71
EXA009938,80
EXA009939,50
EXA009940,61
EXA009941,70
EXA009942,64
EXA009943,73
EXA009944,83
EXA009945,77
EXA009946,81
EXA009947,83
EXA009948,69
EXA009949,88
EXA009950,62
EXA009951,68
EXA009952,52
EXA009953,59
EXA009954,60
EXA009955,88
EXA009956,81
EXA009957,80
EXA009958,66
EXA009959,70
EXA009960,69
EXA009961,75
EXA009962,62
EXA009963,77
EXA009964,71
EXA009965,62
EXA009966,74
EXA009967,58
EXA009968,80
EXA009969,67
EXA009970,77
EXA009971,62
EXA009972,69
EXA009973,64
EXA009974,77
EXA009975,80
EXA009976,71
EXA009977,69
EXA009978,88
EXA009979,71
EXA009980,70
EXA009981,73
EXA009982,55
EXA009983,60
EXA009984,60
EXA009985,73
EXA009986,55
EXA009987,70
EXA009988,68
EXA009989,69
EXA009990,73
EXA009991,54
EXA009992,69
EXA009993,80
EXA009994,73
EXA009995,54
EXA009996,70
EXA009997,80
EXA009998,69
EXA009999,69
EXA010000,80
EXA010001,68
EXA010002,59
EXA010003,80
EXA010004,55
EXA010005,62
EXA010006,63
EXA010007,81
EXA010008,83
EXA010009,67
EXA010010,69
EXA010011,87
EXA010012,67
EXA010013,69
EXA010014,53
EXA010015,61
EXA010016,49
EXA010017,65
EXA010018,76
EXA010019,62
EXA010020,70
EXA010021,76
EXA010022,70
EXA010023,54
EXA010024,50
EXA010025,57
EXA010026,69
EXA010027,80
EXA010028,62
EXA010029,83
EXA010030,71
EXA010031,75
EXA010032,80
EXA010033,71
EXA010034,71
EXA010035,75
EXA010036,67
EXA010037,62
EXA010038,79
EXA010039,69
EXA010040,81
EXA010041,71
EXA010042,69
EXA010043,54
EXA010044,66
EXA010045,75
EXA010046,70
EXA010047,77
EXA010048,69
EXA010049,66
EXA010050,83
EXA010051,83
EXA010052,59
EXA010053,69
EXA010054,62
EXA010055,71
EXA010056,88
EXA010057,67
EXA010058,58
EXA010059,77
EXA010060,69
EXA010061,61
EXA010062,70
EXA010063,70
EXA010064,66
EXA010065,69
EXA010066,80
EXA010067,75
EXA010068,44
EXA010069,78
EXA010070,67
EXA010071,72
EXA010072,62
EXA010073,77
EXA010074,61
EXA010075,73
EXA010076,65
EXA010077,73
EXA010078,70
EXA010079,64
EXA010080,58
EXA010081,62
EXA010082,63
EXA010083,54
EXA010084,81
EXA010085,66
EXA010086,80
EXA010087,73
EXA010088,70
EXA010089,67
EXA010090,38
EXA010091,70
EXA010092,69
EXA010093,83
EXA010094,80
EXA010095,69
EXA010096,70
EXA010097,73
EXA010098,76
EXA010099,77
EXA010100,72
EXA010101,71
EXA010102,71
EXA010103,61
EXA010104,71
EXA010105,77
EXA010106,70
EXA010107,72
EXA010108,79
EXA010109,68
EXA010110,60
EXA010111,66
EXA010112,60
EXA010113,70
EXA010114,49
EXA010115,75
EXA010116,63
EXA010117,58
EXA010118,62
EXA010119,81
EXA010120,62
EXA010121,77
EXA010122,68
EXA010123,74
EXA010124,62
EXA010125,70
EXA010126,57
EXA010127,60
EXA010128,83
EXA010129,64
EXA010130,71
EXA010131,63
EXA010132,66
EXA010133,68
EXA010134,58
EXA010135,74
EXA010136,71
EXA010137,70
EXA010138,53
EXA010139,70
EXA010140,63
EXA010141,65
EXA010142,60
EXA010143,67
EXA010144,57
EXA010145,69
EXA010146,61
EXA010147,65
EXA010148,53
EXA010149,70
EXA010150,71
EXA010151,68
EXA010152,69
EXA010153,71
EXA010154,73
EXA010155,61
EXA010156,73
EXA010157,54
EXA010158,71
EXA010159,62
EXA010160,63
EXA010161,69
EXA010162,50
EXA010163,82
EXA010164,80
EXA010165,75
EXA010166,74
EXA010167,55
EXA010168,60
EXA010169,67
EXA010170,60
EXA010171,70
EXA010172,53
EXA010173,69
EXA010174,63
EXA010175,52
EXA010176,54
EXA010177,71
EXA010178,53
EXA010179,63
EXA010180,73
EXA010181,62
EXA010182,70
EXA010183,73
EXA010184,67
EXA010185,66
EXA010186,73
EXA010187,83
EXA010188,52
EXA010189,70
EXA010190,77
EXA010191,61
EXA010192,59
EXA010193,70
EXA010194,64
EXA010195,71
EXA010196,73
EXA010197,59
EXA010198,73
EXA010199,70
EXA010200,62
EXA010201,62
EXA010202,64
EXA010203,77
EXA010204,53
EXA010205,55
EXA010206,80
EXA010207,62
EXA010208,67
EXA010209,69
EXA010210,80
EXA010211,61
EXA010212,62
EXA010213,66
EXA010214,62
EXA010215,70
EXA010216,53
EXA010217,73
EXA010218,81
EXA010219,49
EXA010220,71
EXA010221,77
EXA010222,67
EXA010223,70
EXA010224,85
EXA010225,61
EXA010226,53
EXA010227,52
EXA010228,71
EXA010229,72
EXA010230,61
EXA010231,77
EXA010232,70
EXA010233,82
EXA010234,69
EXA010235,68
EXA010236,70
EXA010237,73
EXA010238,70
EXA010239,67
EXA010240,85
EXA010241,54
EXA010242,54
EXA010243,71
EXA010244,71
EXA010245,71
EXA010246,62
EXA010247,62
EXA010248,68
EXA010249,62
EXA010250,70
EXA010251,70
EXA010252,60
EXA010253,76
EXA010254,73
EXA010255,81
EXA010256,72
EXA010257,62
EXA010258,67
EXA010259,83
EXA010260,67
EXA010261,77
EXA010262,73
EXA010263,80
EXA010264,83
EXA010265,59
EXA010266,70
EXA010267,62
EXA010268,69
EXA010269,50
EXA010270,67
EXA010271,64
EXA010272,62
EXA010273,60
EXA010274,73
EXA010275,58
EXA010276,70
EXA010277,70
EXA010278,59
EXA010279,62
EXA010280,70
EXA010281,88
EXA010282,67
EXA010283,68
EXA010284,68
EXA010285,50
EXA010286,62
EXA010287,66
EXA010288,47
EXA010289,74
EXA010290,77
EXA010291,70
EXA010292,69
EXA010293,44
EXA010294,62
EXA010295,72
EXA010296,62
EXA010297,69
EXA010298,71
EXA010299,76
EXA010300,60
EXA010301,64
EXA010302,71
EXA010303,60
EXA010304,54
EXA010305,80
EXA010306,94
EXA010307,82
EXA010308,68
EXA010309,68
EXA010310,80
EXA010311,67
EXA010312,81
EXA010313,73
EXA010314,61
EXA010315,62
EXA010316,70
EXA010317,81
EXA010318,67
EXA010319,50
EXA010320,76
EXA010321,54
EXA010322,71
EXA010323,69
EXA010324,80
EXA010325,49
EXA010326,64
EXA010327,54
EXA010328,60
EXA010329,83
EXA010330,73
EXA010331,73
EXA010332,50
EXA010333,75
EXA010334,69
EXA010335,70
EXA010336,63
EXA010337,70
EXA010338,87
EXA010339,71
EXA010340,70
EXA010341,69
EXA010342,70
EXA010343,53
EXA010344,67
EXA010345,59
EXA010346,69
EXA010347,81
EXA010348,60
EXA010349,88
EXA010350,67
EXA010351,69
EXA010352,55
EXA010353,69
EXA010354,77
EXA010355,81
EXA010356,69
EXA010357,59
EXA010358,53
EXA010359,66
EXA010360,73
EXA010361,65
EXA010362,87
EXA010363,67
EXA010364,72
EXA010365,62
EXA010366,77
EXA010367,61
EXA010368,60
EXA010369,58
EXA010370,62
EXA010371,70
EXA010372,73
EXA010373,75
EXA010374,59
EXA010375,75
EXA010376,71
EXA010377,63
EXA010378,81
EXA010379,68
EXA010380,73
EXA010381,80
EXA010382,67
EXA010383,70
EXA010384,47
EXA010385,54
EXA010386,63
EXA010387,69
EXA010388,62
EXA010389,50
EXA010390,68
EXA010391,74
EXA010392,70
EXA010393,62
EXA010394,71
EXA010395,55
EXA010396,71
EXA010397,55
EXA010398,55
EXA010399,70
EXA010400,67
EXA010401,65
EXA010402,66
EXA010403,38
EXA010404,69
EXA010405,70
EXA010406,80
EXA010407,83
EXA010408,64
EXA010409,63
EXA010410,75
EXA010411,49
EXA010412,55
EXA010413,62
EXA010414,61
EXA010415,68
EXA010416,85
EXA010417,81
EXA010418,52
EXA010419,70
EXA010420,62
EXA010421,63
EXA010422,73
EXA010423,59
EXA010424,75
EXA010425,63
EXA010426,69
EXA010427,87
EXA010428,52
EXA010429,71
EXA010430,72
EXA010431,73
EXA010432,53
EXA010433,83
EXA010434,65
EXA010435,60
EXA010436,67
EXA010437,66
EXA010438,70
EXA010439,70
EXA010440,62
EXA010441,70
EXA010442,52
EXA010443,49
EXA010444,68
EXA010445,52
EXA010446,69
EXA010447,73
EXA010448,73
EXA010449,77
EXA010450,54
EXA010451,88
EXA010452,62
EXA010453,62
EXA010454,69
EXA010455,61
EXA010456,67
EXA010457,73
EXA010458,62
EXA010459,56
EXA010460,73
EXA010461,60
EXA010462,67
EXA010463,54
EXA010464,56
EXA010465,85
EXA010466,74
EXA010467,63
EXA010468,52
EXA010469,73
EXA010470,71
EXA010471,49
EXA010472,77
EXA010473,52
EXA010474,63
EXA010475,70
EXA010476,73
EXA010477,67
EXA010478,80
EXA010479,73
EXA010480,81
EXA010481,69
EXA010482,62
EXA010483,49
EXA010484,54
EXA010485,77
EXA010486,70
EXA010487,94
EXA010488,87
EXA010489,62
EXA010490,68
EXA010491,73
EXA010492,65
EXA010493,63
EXA010494,81
EXA010495,73
EXA010496,77
EXA010497,53
EXA010498,55
EXA010499,73
EXA010500,81
EXA010501,58
EXA010502,64
EXA010503,60
EXA010504,61
EXA010505,70
EXA010506,57
EXA010507,62
EXA010508,74
EXA010509,70
EXA010510,73
EXA010511,58
EXA010512,54
EXA010513,71
EXA010514,69
EXA010515,67
EXA010516,72
EXA010517,60
EXA010518,55
EXA010519,75
EXA010520,69
EXA010521,81
EXA010522,83
EXA010523,61
EXA010524,66
EXA010525,70
EXA010526,62
EXA010527,81
EXA010528,68
EXA010529,61
EXA010530,69
EXA010531,80
EXA010532,60
EXA010533,85
EXA010534,54
EXA010535,53
EXA010536,71
EXA010537,71
EXA010538,59
EXA010539,62
EXA010540,69
EXA010541,68
EXA010542,62
EXA010543,70
EXA010544,80
EXA010545,53
EXA010546,77
EXA010547,64
EXA010548,61
EXA010549,70
EXA010550,52
EXA010551,75
EXA010552,63
EXA010553,67
EXA010554,73
EXA010555,70
EXA010556,71
EXA010557,83
EXA010558,80
EXA010559,57
EXA010560,77
EXA010561,66
EXA010562,49
EXA010563,67
EXA010564,69
EXA010565,81
EXA010566,60
EXA010567,55
EXA010568,58
EXA010569,70
EXA010570,62
EXA010571,48
EXA010572,83
EXA010573,50
EXA010574,71
EXA010575,64
EXA010576,68
EXA010577,59
EXA010578,73
EXA010579,83
EXA010580,75
EXA010581,81
EXA010582,68
EXA010583,69
EXA010584,83
EXA010585,69
EXA010586,81
EXA010587,60
EXA010588,77
EXA010589,62
EXA010590,69
EXA010591,66
EXA010592,66
EXA010593,70
EXA010594,77
EXA010595,71
EXA010596,68
EXA010597,55
EXA010598,70
EXA010599,67
EXA010600,67
EXA010601,60
EXA010602,59
EXA010603,70
EXA010604,67
EXA010605,71
EXA010606,44
EXA010607,61
EXA010608,74
EXA010609,52
EXA010610,71
EXA010611,71
EXA010612,54
EXA010613,66
EXA010614,59
EXA010615,67
EXA010616,64
EXA010617,80
EXA010618,77
EXA010619,77
EXA010620,59
EXA010621,67
EXA010622,77
EXA010623,82
EXA010624,55
EXA010625,67
EXA010626,53
EXA010627,77
EXA010628,70
EXA010629,53
EXA010630,61
EXA010631,87
EXA010632,55
EXA010633,80
EXA010634,71
EXA010635,70
EXA010636,62
EXA010637,82
EXA010638,67
EXA010639,61
EXA010640,83
EXA010641,68
EXA010642,62
EXA010643,70
EXA010644,52
EXA010645,63
EXA010646,66
EXA010647,71
EXA010648,82
EXA010649,48
EXA010650,52
EXA010651,74
EXA010652,68
EXA010653,74
EXA010654,73
EXA010655,59
EXA010656,60
EXA010657,73
EXA010658,53
EXA010659,53
EXA010660,78
EXA010661,64
EXA010662,70
EXA010663,72
EXA010664,77
EXA010665,72
EXA010666,71
EXA010667,61
EXA010668,71
EXA010669,54
EXA010670,67
EXA010671,58
EXA010672,71
EXA010673,64
EXA010674,64
EXA010675,72
EXA010676,79
EXA010677,49
EXA010678,59
EXA010679,83
EXA010680,77
EXA010681,73
EXA010682,77
EXA010683,83
EXA010684,59
EXA010685,60
EXA010686,81
EXA010687,72
EXA010688,68
EXA010689,70
EXA010690,52
EXA010691,68
EXA010692,70
EXA010693,73
EXA010694,62
EXA010695,66
EXA010696,72
EXA010697,81
EXA010698,70
EXA010699,58
EXA010700,69
EXA010701,70
EXA010702,69
EXA010703,59
EXA010704,54
EXA010705,53
EXA010706,67
EXA010707,81
EXA010708,81
EXA010709,58
EXA010710,69
EXA010711,67
EXA010712,73
EXA010713,53
EXA010714,55
EXA010715,68
EXA010716,80
EXA010717,83
EXA010718,67
EXA010719,72
EXA010720,73
EXA010721,69
EXA010722,71
EXA010723,80
EXA010724,55
EXA010725,60
EXA010726,62
EXA010727,70
EXA010728,54
EXA010729,54
EXA010730,62
EXA010731,80
EXA010732,70
EXA010733,71
EXA010734,73
EXA010735,75
EXA010736,63
EXA010737,66
EXA010738,52
EXA010739,63
EXA010740,80
EXA010741,87
EXA010742,80
EXA010743,53
EXA010744,62
EXA010745,52
EXA010746,55
EXA010747,67
EXA010748,66
EXA010749,63
EXA010750,72
EXA010751,82
EXA010752,83
EXA010753,68
EXA010754,80
EXA010755,67
EXA010756,67
EXA010757,76
EXA010758,44
EXA010759,68
EXA010760,80
EXA010761,71
EXA010762,54
EXA010763,73
EXA010764,68
EXA010765,77
EXA010766,75
EXA010767,58
EXA010768,69
EXA010769,70
EXA010770,67
EXA010771,62
EXA010772,85
EXA010773,70
EXA010774,81
EXA010775,67
EXA010776,72
EXA010777,60
EXA010778,81
EXA010779,69
EXA010780,61
EXA010781,63
EXA010782,44
EXA010783,77
EXA010784,50
EXA010785,63
EXA010786,77
EXA010787,53
EXA010788,73
EXA010789,67
EXA010790,61
EXA010791,59
EXA010792,67
EXA010793,74
EXA010794,72
EXA010795,49
EXA010796,73
EXA010797,69
EXA010798,69
EXA010799,70
EXA010800,70
EXA010801,69
EXA010802,70
